Posted date,Job title,Company name,Location,Skills,Links,Salaries,Requirements
17 days ago,Senior Financial Analyst (FP&A),GlassRock Insulation Co. -,"Maadi, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial Analysis · Financial Modeling · Microsoft Excel · Finance · Financial Services · Financial Accounting · Finance Analysis,/jobs/p/hgvqvv71ajlf-senior-financial-analyst-fpa-glassrock-insulation-co-cairo-egypt,Not Mentioned,"Education:Bachelor’s degree in finance, Accounting, Economics, or a related field. | Experience:3–5 years of progressive experience in FP&A, Corporate Finance, or Investment Banking. | Technical Mastery:Expert-level proficiency in Excel (Index/Match, VLOOKUP, Pivot Tables, VBA macros are a plus) and PowerPoint. | Modeling:Proven ability to build dynamic, integrated financial models from scratch. | Communication:Strong verbal and written communication skills with the ability to present to leadership. | Systems:Experience with ERP systems (e.g., NetSuite, SAP, Oracle) and Corporate Performance Management tools (e.g., Adaptive Insights, Anaplan, Host Analytics). | Data Visualization:Proficiency in BI tools such as Tableau, Power BI, or Looker. | SQL:Basic to intermediate knowledge of SQL for data querying is a strong differentiator. | Analytical Rigor:Ability to peel back the layers of data to understand the ""why"" behind the numbers. | Attention to Detail:Precision in reporting and data integrity is non-negotiable. | Autonomy:Ability to manage multiple deadlines and projects with minimal supervision in a fast-paced environment."
16 days ago,Financial Analyst – Feasibility & Investment Evaluation,Tahya Masr Holding -,"Heliopolis, Cairo, Egypt ",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Accounting/Finance · Financial Analysis · Feasibility Studies · Project Evaluation · Investment Analysis · Financial Modeling · Business Valuation · Cash Flow Analysis · Scenario & Sensitivity Analysis · Financial Reporting,/jobs/p/dh6nxzowtpoi-financial-analyst-feasibility-investment-evaluation-tahya-masr-holding-cairo-egypt,Not Mentioned,"Minimum of5 yearsof hands-on experience infinancial analysis,feasibility studies, andinvestment evaluation. | Proven experience in preparing professionalfeasibility studies andExcel-based financial models. | Strong background in project and investment valuation (NPV, IRR, Payback Period, sensitivity and scenario analysis). | Advanced proficiency inMicrosoft Excelandfinancial modeling. | Ability toprepare clear and professional feasibility study reports and investment presentations. | Experience in preparinginvestment proposals and business cases. | Strong analytical and quantitative skills with high attention to detail. | Excellent written and verbal communication skills. | CFA Level I(completed or in progress) orCMA Part I(completed or in progress)."
18 days ago,Microsoft Business Analyst/CRM/PowerPlatform Expert,Teaspoon -,"San Jose, United States ",Full TimeRemoteExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Microsoft Power BI · Microsoft Azure · Reporting · Reporting Analysis · Microsoft Office 365 · Microsoft Dynamics CRM · Microsoft PowerPlatform · Microsoft PowerApps,/jobs/p/qpielqllgmq4-microsoft-business-analystcrmpowerplatform-expert-teaspoon-san-jose-united-states,Not Mentioned,"Good command of spoken and written English languageis a MUST | 3+ years of experience inBusiness Intelligence, Data Analytics, or Reporting roles | Strong expertise inPower BI, including: | Data modeling | DAX | Power Query | Solid SQL skills and experience working with relational data | Experience integrating multiple data sources into unified reports | Strong business acumen and ability to translate data into insights | Experience with Microsoft Dynamics CRM | Experience with Microsoft PowerApps/PowerPlatform | Experience with cloud data platforms (Azure SQL, Synapse, Snowflake, BigQuery, etc.) | Familiarity with ETL tools or data transformation frameworks | Experience supporting finance and operational reporting | Background in retail, food & beverage, franchise, or multi-location businesses | Experience building executive and investor-level dashboards"
2 months ago,Financial Analyst,Jaffangroup -,"Heliopolis, Cairo, Egypt ",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Accounting/Finance · Business Development · Microsoft Applications · Financial Accounting · Financial Data Analysis · Budgeting,/jobs/p/nuxfmrmk4n7a-financial-analyst-jaffangroup-cairo-egypt,Not Mentioned,"Education & Experience | Bachelor's Degree:A must-have, typically in Finance, Accounting, Economics, Statistics, or Math. | Internships: Crucial for gaining experience and making you more competitive for fulltime roles. | Master's Degree/MBA:Optional but highly beneficial for career progression and toptier roles. | Key Skills | Technical Skills:Excel, financial modeling, data analysis, knowledge of accounting principles, and financial software. | Analytical Skills:Strong problem-solving, logical thinking, and quantitative abilities to interpret data. | Communication:Ability to present complex findings clearly and persuasively to management and clients. | Attention to Detail:Essential for accuracy in financial models and reports."
23 days ago,Financial and Credit Analyst,شركه اداره وجوده لخدمات الاعمال  -,"Riyadh, Saudi Arabia ",Full TimeRemoteManager · 10 - 15 Yrs of Exp · Accounting/Finance · تقييم المخاطر · إعداد التقارير المالية · التحليل المالي · التخطيط المالي · إعداد الميزانيات,/saudi/jobs/p/m8pa48qv2vfn-financial-and-credit-analyst-shrkh-adarh-ogodh-lkhdmat-alaaamal-riyadh-saudi-arabia,Not Mentioned,
2 months ago,Methodology Analyst,APEX Pharma -,"Badr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Methodology · Analysis · Science · Pharmacy · Quality Control · Process Analysis · Methodology Development,/jobs/p/myofhpuxn8jo-methodology-analyst-apex-pharma-cairo-egypt,Not Mentioned,"Bachelor's degree of pharmacy or science. | 2-4 years of experience in similar position (males are preferred). | Strong knowledge of development processes, regulations, and quality control practices is essential. | Familiarity with regulatory guidelines such as (FDA) and (ICH) guidelines (is important). | Proficiency in a wide range of analytical instruments commonly used in the pharma industry like (HPLC, GC, UV-Vis, and dissolution tester). | Experience with method development, validation, and transfer."
24 days ago,Credit Assessment Analyst,Premium Card -,"Dokki, Giza, Egypt ",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Analyst/Research · Financial Statement Analysis · Credit Analysis · Attention to Detail · Communication · Credit Scoring · Problem Solving · Time Management · Microsoft Excel · Analytical Thinking,/jobs/p/l9lcu72qrrhc-credit-assessment-analyst-premium-card-giza-egypt,Not Mentioned,"Strong analytical and problem-solving abilities. | Attention to detail and accuracy in analysis and reporting. | Excellent written and verbal communication skills. | Ability to manage multiple tasks and meet deadlines. | Good in Microsoft Office (Excel, Word, PowerPoint). | Strong teamwork and collaboration mindset."
2 months ago,Digital Marketing Analyst – Middle East,Digital Virgo Egypt -,"Cairo, Egypt ",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Digital Marketing Analytics · Google Analytics · Data Visualization · SEO and SEM · Social Media Analytics · A/B Testing · Market Research,/jobs/p/t1sgnmegc5if-digital-marketing-analyst-middle-east-digital-virgo-egypt-cairo-egypt,Not Mentioned,"Required Skills | Fluent in English and Arabic (spoken and written); French is a plus. | 1-3 Years of Experience | Strong knowledge of digital advertising, marketing, and performance KPIs. | Analytical mindset with attention to detail and a structured approach. | Creative thinker able to propose ideas and collaborate with cross-functional teams. | Proficient in productivity tools (Jira, Looker, Tableau, etc.) and Microsoft Office (Excel, PowerPoint,Word). | Excellent interpersonal skills: team player, communicator, and collaborator. | Previous experience in the VAS industry would be a plus."
25 days ago,Business Analyst (BA),IPMagix  -,"Zamalek, Cairo, Egypt ",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Requirements Gathering · Process Mapping · Analytical Thinking · Communication · Problem Solving · Agile Methodologies,/jobs/p/2h1lmdoow2kc-business-analyst-ba-ipmagix-cairo-egypt,Not Mentioned,"Required Qualifications & Skills: | Bachelor’s degree in business administration, computer science, or a related field. | 3-5 years of experience as a business analyst, preferably in software/IT projects. | Proven expertise in requirements gathering techniques and documentation standards (BRD, FRD, user stories). | Strong skills inprocess modeling, use case development, and gap/impact analysis. | Excellent verbal and written communication skills, with the ability to present complex ideas clearly. | Experience working withinAgile/Scrummethodologies is highly desirable. | A basic understanding of software development concepts and data structures is a plus."
27 days ago,Financial Analyst,Taqa Water -,"Maadi, Cairo, Egypt ",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial Analysis · Financial Accounting · Reporting Analysis · Financial Forecast,/jobs/p/4jqdi3uphu3w-financial-analyst-taqa-water-cairo-egypt,Not Mentioned,"Bachelors degree in finance, accounting, or a related field. | 1 - 3 years of experience in accounting or finance. | Strong analytical skills. | Proficiency in Excel/Sheets and PowerPoint. | One to three years of experience in financial analysis, financial modeling, is preferred. | Proficiency in using SAP is preferred."
